Year,Geography,TableID,Field,Value,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,Label
2019,All Tracts in Madison City DownTown,B03002,B03002_006E,223.0,55,025,000402,,55025000402,Asian Alone (Non-Hispanic)
2019,All Tracts in Madison City DownTown,B03002,B03002_012E,83.0,55,025,000402,,55025000402,Hispanic or Latino (of any race)
2019,All Tracts in Madison City DownTown,B03002,B03002_001E,5995.0,55,025,000300,,55025000300,Total Population (Race Universe)
2019,All Tracts in Madison City DownTown,B03002,B03002_003E,3386.0,55,025,000300,,55025000300,White Alone (Non-Hispanic)
2019,All Tracts in Madison City DownTown,B03002,B03002_004E,56.0,55,025,000300,,55025000300,Black or African American Alone (Non-Hispanic)
2019,All Tracts in Madison City DownTown,B03002,B03002_006E,2026.0,55,025,000300,,55025000300,Asian Alone (Non-Hispanic)
2019,All Tracts in Madison City DownTown,B03002,B03002_012E,301.0,55,025,000300,,55025000300,Hispanic or Latino (of any race)
2019,All Tracts in Madison City DownTown,B03002,B03002_001E,3325.0,55,025,000401,,55025000401,Total Population (Race Universe)
2019,All Tracts in Madison City DownTown,B03002,B03002_003E,2930.0,55,025,000401,,55025000401,White Alone (Non-Hispanic)
2019,All Tracts in Madison City DownTown,B03002,B03002_004E,16.0,55,025,000401,,55025000401,Black or African American Alone (Non-Hispanic)
2019,All Tracts in Madison City DownTown,B03002,B03002_006E,157.0,55,025,000401,,55025000401,Asian Alone (Non-Hispanic)
2019,All Tracts in Madison City DownTown,B03002,B03002_012E,118.0,55,025,000401,,55025000401,Hispanic or Latino (of any race)
2019,All Tracts in Madison City DownTown,B03002,B03002_001E,3284.0,55,025,000202,,55025000202,Total Population (Race Universe)
2019,All Tracts in Madison City DownTown,B03002,B03002_003E,2331.0,55,025,000202,,55025000202,White Alone (Non-Hispanic)
2019,All Tracts in Madison City DownTown,B03002,B03002_004E,165.0,55,025,000202,,55025000202,Black or African American Alone (Non-Hispanic)
2019,All Tracts in Madison City DownTown,B03002,B03002_006E,441.0,55,025,000202,,55025000202,Asian Alone (Non-Hispanic)
2019,All Tracts in Madison City DownTown,B03002,B03002_012E,217.0,55,025,000202,,55025000202,Hispanic or Latino (of any race)
2019,All Tracts in Madison City DownTown,B03002,B03002_001E,1794.0,55,025,001501,,55025001501,Total Population (Race Universe)
2019,All Tracts in Madison City DownTown,B03002,B03002_003E,1291.0,55,025,001501,,55025001501,White Alone (Non-Hispanic)
2019,All Tracts in Madison City DownTown,B03002,B03002_004E,275.0,55,025,001501,,55025001501,Black or African American Alone (Non-Hispanic)
2019,All Tracts in Madison City DownTown,B03002,B03002_006E,22.0,55,025,001501,,55025001501,Asian Alone (Non-Hispanic)
2019,All Tracts in Madison City DownTown,B03002,B03002_012E,182.0,55,025,001501,,55025001501,Hispanic or Latino (of any race)
2019,All Tracts in Madison City DownTown,B03002,B03002_001E,6152.0,55,025,000600,,55025000600,Total Population (Race Universe)
2019,All Tracts in Madison City DownTown,B03002,B03002_003E,2086.0,55,025,000600,,55025000600,White Alone (Non-Hispanic)
2019,All Tracts in Madison City DownTown,B03002,B03002_004E,545.0,55,025,000600,,55025000600,Black or African American Alone (Non-Hispanic)
2019,All Tracts in Madison City DownTown,B03002,B03002_006E,353.0,55,025,000600,,55025000600,Asian Alone (Non-Hispanic)
2019,All Tracts in Madison City DownTown,B03002,B03002_012E,2556.0,55,025,000600,,55025000600,Hispanic or Latino (of any race)
2019,All Tracts in Madison City DownTown,B03002,B03002_001E,6719.0,55,025,001401,,55025001401,Total Population (Race Universe)
2019,All Tracts in Madison City DownTown,B03002,B03002_003E,2613.0,55,025,001401,,55025001401,White Alone (Non-Hispanic)
2019,All Tracts in Madison City DownTown,B03002,B03002_004E,1125.0,55,025,001401,,55025001401,Black or African American Alone (Non-Hispanic)
2019,All Tracts in Madison City DownTown,B03002,B03002_006E,701.0,55,025,001401,,55025001401,Asian Alone (Non-Hispanic)
2019,All Tracts in Madison City DownTown,B03002,B03002_012E,2011.0,55,025,001401,,55025001401,Hispanic or Latino (of any race)
2019,All Tracts in Madison City DownTown,B03002,B03002_001E,4867.0,55,025,001402,,55025001402,Total Population (Race Universe)
2019,All Tracts in Madison City DownTown,B03002,B03002_003E,2883.0,55,025,001402,,55025001402,White Alone (Non-Hispanic)
2019,All Tracts in Madison City DownTown,B03002,B03002_004E,639.0,55,025,001402,,55025001402,Black or African American Alone (Non-Hispanic)
2019,All Tracts in Madison City DownTown,B03002,B03002_006E,330.0,55,025,001402,,55025001402,Asian Alone (Non-Hispanic)
2019,All Tracts in Madison City DownTown,B03002,B03002_012E,853.0,55,025,001402,,55025001402,Hispanic or Latino (of any race)
2019,All Tracts in Madison City DownTown,B03002,B03002_001E,6523.0,55,025,001900,,55025001900,Total Population (Race Universe)
2019,All Tracts in Madison City DownTown,B03002,B03002_003E,5942.0,55,025,001900,,55025001900,White Alone (Non-Hispanic)
2019,All Tracts in Madison City DownTown,B03002,B03002_004E,150.0,55,025,001900,,55025001900,Black or African American Alone (Non-Hispanic)
2019,All Tracts in Madison City DownTown,B03002,B03002_006E,196.0,55,025,001900,,55025001900,Asian Alone (Non-Hispanic)
2019,All Tracts in Madison City DownTown,B03002,B03002_012E,151.0,55,025,001900,,55025001900,Hispanic or Latino (of any race)
2019,All Tracts in Madison City DownTown,B03002,B03002_001E,4618.0,55,025,002100,,55025002100,Total Population (Race Universe)
